railtime_id,hafas_id,stop_area_names@nl,stop_area_names@fr,stop_area_names@en,dbpedia_uris,lon,lat
148,008861424,Beuzet,Beuzet,Beuzet,http://live.dbpedia.org/resource/Beuzet,4.748531,50.534209
151,008894748,Beveren (Waas),Beveren (Waas),Beveren (Waas),http://live.dbpedia.org/resource/Beveren_(Waas),4.259538,51.20832
153,008811718,Bierges-Walibi,Bierges-Walibi,Bierges-Walibi,http://live.dbpedia.org/resource/Bierges-Walibi,4.591513,50.705251
155,008841319,Bierset-Awans,Bierset-Awans,Bierset-Awans,http://live.dbpedia.org/resource/Bierset-Awans,5.456709,50.658243
157,008831138,Bilzen,Bilzen,Bilzen,http://live.dbpedia.org/resource/Bilzen,5.50938,50.86864
158,008882362,Binche,Binche,Binche,http://live.dbpedia.org/resource/Binche,4.17245,50.40876
16,008874583,Aiseau,Aiseau,Aiseau,http://live.dbpedia.org/resource/Aiseau,4.58455,50.429533
160,008896388,Bissegem,Bissegem,Bissegem,http://live.dbpedia.org/resource/Bissegem,3.224208,50.825848
166,008891405,Blankenberge,Blankenberge,Blankenberge,http://live.dbpedia.org/resource/Blankenberge,3.13386,51.31243
1663,008811155,Haren,Haren,Haren,http://live.dbpedia.org/resource/Haren,4.41998,50.888879
1666,008832573,Overpelt,Overpelt,Overpelt,http://live.dbpedia.org/resource/Overpelt,5.422756,51.215622
167,008861531,Blanmont,Blanmont,Blanmont,http://live.dbpedia.org/resource/Blanmont,4.63639,50.61945
1670,008831765,Genk,Genk,Genk,http://live.dbpedia.org/resource/Genk,5.497683,50.967056
169,008884715,Blaton,Blaton,Blaton,http://live.dbpedia.org/resource/Blaton,3.666308,50.505459
171,008841434,Bleret,Bleret,Bleret,http://live.dbpedia.org/resource/Bleret,5.286398,50.685066
1730,00203959,Sint-Gillis (Dendermonde),Sint-Gillis (Dendermonde),Sint-Gillis (Dendermonde),http://live.dbpedia.org/resource/Sint-Gillis_(Dendermonde),4.118219,51.021649
1744,008882206,La Louvière-Zuid,La Louvière-Zuid,La Louvière-Zuid,http://live.dbpedia.org/resource/La_Louvière-Zuid,4.190609,50.464974
1761,008811205,Delta,Delta,Delta,http://live.dbpedia.org/resource/Delta,4.403871,50.818362
1767,008812021,Bockstael,Bockstael,Bockstael,http://live.dbpedia.org/resource/Bockstael,4.34851,50.87943
1768,008812013,Simonis,Simonis,Simonis,http://live.dbpedia.org/resource/Simonis,4.330668,50.863124
177,008821634,Boechout,Boechout,Boechout,http://live.dbpedia.org/resource/Boechout,4.494487,51.163478
183,008811437,Bosvoorde,Bosvoorde,Bosvoorde,http://live.dbpedia.org/resource/Bosvoorde,4.408112,50.794698
1839,008821105,Noorderkempen,Noorderkempen,Noorderkempen,http://live.dbpedia.org/resource/Noorderkempen,4.6322,51.356836
184,008831781,Bokrijk,Bokrijk,Bokrijk,http://live.dbpedia.org/resource/Bokrijk,5.408383,50.955815
1841,008866654,Aubange,Aubange,Aubange,http://live.dbpedia.org/resource/Aubange,5.798058,49.564095
1842,008866662,Messancy,Messancy,Messancy,http://live.dbpedia.org/resource/Messancy,5.818919,49.592782
1843,008893252,Evergem,Evergem,Evergem,http://live.dbpedia.org/resource/Evergem,3.701381,51.107583
185,008864469,Bomal,Bomal,Bomal,http://live.dbpedia.org/resource/Bomal,5.519304,50.3768
187,008821857,Booischot,Booischot,Booischot,http://live.dbpedia.org/resource/Booischot,4.773481,51.03734
188,008822814,Boom,Boom,Boom,http://live.dbpedia.org/resource/Boom,4.360698,51.090713
189,008814456,Boondaal,Boondaal,Boondaal,http://live.dbpedia.org/resource/Boondaal,4.393387,50.801665
19,008831039,Alken,Alken,Alken,http://live.dbpedia.org/resource/Alken,5.292867,50.886834
190,008822475,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,http://live.dbpedia.org/resource/Boortmeerbeek,4.5739,50.98185
191,008811163,Bordet,Bordet,Bordet,http://live.dbpedia.org/resource/Bordet,4.410024,50.877787
192,008822772,Bornem,Bornem,Bornem,http://live.dbpedia.org/resource/Bornem,4.24053,51.09923
195,008884319,Boussu,Boussu,Boussu,http://live.dbpedia.org/resource/Boussu,3.797027,50.436384
199,008821725,Bouwel,Bouwel,Bouwel,http://live.dbpedia.org/resource/Bouwel,4.746515,51.165762
201,008881463,Bracquegnies,Bracquegnies,Bracquegnies,http://live.dbpedia.org/resource/Bracquegnies,4.126349,50.474458
203,008814258,Eigenbrakel,Eigenbrakel,Eigenbrakel,http://live.dbpedia.org/resource/Eigenbrakel,4.375526,50.684778
205,008883006,'s-Gravenbrakel,'s-Gravenbrakel,'s-Gravenbrakel,http://live.dbpedia.org/resource/'s-Gravenbrakel,4.137662,50.605079
208,008843901,Bressoux,Bressoux,Bressoux,http://live.dbpedia.org/resource/Bressoux,5.611062,50.643963
209,008886066,Brugelette,Brugelette,Brugelette,http://live.dbpedia.org/resource/Brugelette,3.852551,50.594233
210,008891009,Brugge,Brugge,Brugge,http://live.dbpedia.org/resource/Brugge,3.21673,51.19723
212,008891033,Brugge-Sint-Pieters,Brugge-Sint-Pieters,Brugge-Sint-Pieters,http://live.dbpedia.org/resource/Brugge-Sint-Pieters,3.201796,51.223116
215,008813003,Brussel-Centraal,Brussel-Centraal,Brussel-Centraal,http://live.dbpedia.org/resource/Brussel-Centraal,4.356801,50.845658
216,008813045,Brussel-Congres,Brussel-Congres,Brussel-Congres,http://live.dbpedia.org/resource/Brussel-Congres,4.362051,50.852067
217,008813037,Brussel-Kapellekerk,Brussel-Kapellekerk,Brussel-Kapellekerk,http://live.dbpedia.org/resource/Brussel-Kapellekerk,4.347866,50.841127
218,008811304,Brussel-Luxemburg,Brussel-Luxemburg,Brussel-Luxemburg,http://live.dbpedia.org/resource/Brussel-Luxemburg,4.373674,50.838943
219,008819406,Brussel-Nationaal-Luchthaven,Brussel-Nationaal-Luchthaven,Brussel-Nationaal-Luchthaven,http://live.dbpedia.org/resource/Brussel-Nationaal-Luchthaven,4.482075,50.896456
22,008843331,Amay,Amay,Amay,http://live.dbpedia.org/resource/Amay,5.32049,50.54601
220,008814001,Brussel-Zuid,Brussel-Zuid,Brussel-Zuid,http://live.dbpedia.org/resource/Brussel-Zuid,4.336531,50.835707
221,008812005,Brussel-Noord,Brussel-Noord,Brussel-Noord,http://live.dbpedia.org/resource/Brussel-Noord,4.360846,50.859663
223,008815040,Brussel-West,Brussel-West,Brussel-West,http://live.dbpedia.org/resource/Brussel-West,4.321042,50.848552
227,008811916,Brussel-Schuman,Brussel-Schuman,Brussel-Schuman,http://live.dbpedia.org/resource/Brussel-Schuman,4.37834,50.842368
229,008811148,Buda,Buda,Buda,http://live.dbpedia.org/resource/Buda,4.417075,50.907496
231,008822145,Buggenhout,Buggenhout,Buggenhout,http://live.dbpedia.org/resource/Buggenhout,4.201663,51.016294
232,008814340,Buizingen,Buizingen,Buizingen,http://live.dbpedia.org/resource/Buizingen,4.25856,50.75158
235,008895455,Burst,Burst,Burst,http://live.dbpedia.org/resource/Burst,3.920911,50.907103
24,008843323,Ampsin,Ampsin,Ampsin,http://live.dbpedia.org/resource/Ampsin,5.289727,50.53922
243,008812211,Sint-Agatha-Berchem,Sint-Agatha-Berchem,Sint-Agatha-Berchem,http://live.dbpedia.org/resource/Sint-Agatha-Berchem,4.289895,50.872625
246,008884889,Callenelle,Callenelle,Callenelle,http://live.dbpedia.org/resource/Callenelle,3.526178,50.527359
247,008886074,Cambron-Casteau,Cambron-Casteau,Cambron-Casteau,http://live.dbpedia.org/resource/Cambron-Casteau,3.87481,50.586759
249,008865565,Carlsbourg,Carlsbourg,Carlsbourg,http://live.dbpedia.org/resource/Carlsbourg,5.086992,49.907433
25,008863404,Andenne,Andenne,Andenne,http://live.dbpedia.org/resource/Andenne,5.094701,50.496764
250,008882248,Carnières,Carnières,Carnières,http://live.dbpedia.org/resource/Carnières,4.263826,50.447957
252,008811817,Céroux-Mousty,Céroux-Mousty,Céroux-Mousty,http://live.dbpedia.org/resource/Céroux-Mousty,4.569046,50.659941
255,008861317,Chapelle-Dieu,Chapelle-Dieu,Chapelle-Dieu,http://live.dbpedia.org/resource/Chapelle-Dieu,4.697624,50.557375
257,008864824,Chapois,Chapois,Chapois,http://live.dbpedia.org/resource/Chapois,5.12426,50.26237
258,008872066,Charleroi-West,Charleroi-West,Charleroi-West,http://live.dbpedia.org/resource/Charleroi-West,4.436653,50.410948
259,008872009,Charleroi-Zuid,Charleroi-Zuid,Charleroi-Zuid,http://live.dbpedia.org/resource/Charleroi-Zuid,4.438567,50.40471
261,008861523,Chastre,Chastre,Chastre,http://live.dbpedia.org/resource/Chastre,4.649833,50.607464
262,008863438,Château-de-Seilles,Château-de-Seilles,Château-de-Seilles,http://live.dbpedia.org/resource/Château-de-Seilles,5.081745,50.497209
263,008874005,Châtelet,Châtelet,Châtelet,http://live.dbpedia.org/resource/Châtelet,4.521861,50.410103
266,008842036,Chênée,Chênée,Chênée,http://live.dbpedia.org/resource/Chênée,5.616073,50.608019
27,008842002,Angleur,Angleur,Angleur,http://live.dbpedia.org/resource/Angleur,5.599695,50.613153
272,008864501,Ciney,Ciney,Ciney,http://live.dbpedia.org/resource/Ciney,5.091406,50.291054
277,008842838,Comblain-la-Tour,Comblain-la-Tour,Comblain-la-Tour,http://live.dbpedia.org/resource/Comblain-la-Tour,5.566959,50.456863
278,008896412,Komen,Komen,Komen,http://live.dbpedia.org/resource/Komen,2.999286,50.772072
281,008874054,Couillet,Couillet,Couillet,http://live.dbpedia.org/resource/Couillet,4.468512,50.392718
286,008871225,Courcelles-Motte,Courcelles-Motte,Courcelles-Motte,http://live.dbpedia.org/resource/Courcelles-Motte,4.40053,50.46201
287,008864949,Courrière,Courrière,Courrière,http://live.dbpedia.org/resource/Courrière,4.995,50.388879
288,008873379,Cour-sur-Heure,Cour-sur-Heure,Cour-sur-Heure,http://live.dbpedia.org/resource/Cour-sur-Heure,4.391492,50.300139
289,008811825,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,http://live.dbpedia.org/resource/Court-Saint-Etienne,4.56582,50.64557
29,008728685,Annappes,Annappes,Annappes,http://live.dbpedia.org/resource/Annappes,3.147411,50.622791
291,008875127,Couvin,Couvin,Couvin,http://live.dbpedia.org/resource/Couvin,4.492653,50.057871
30,008821048,Antwerpen-Haven,Antwerpen-Haven,Antwerpen-Haven,http://live.dbpedia.org/resource/Antwerpen-Haven,4.389299,51.289104
31,008841202,Ans,Ans,Ans,http://live.dbpedia.org/resource/Ans,5.5097,50.66121
313,008863362,Dave-Saint-Martin,Dave-Saint-Martin,Dave-Saint-Martin,http://live.dbpedia.org/resource/Dave-Saint-Martin,4.884417,50.429102
316,008814175,De Hoek,De Hoek,De Hoek,http://live.dbpedia.org/resource/De_Hoek,4.370713,50.738812
317,008892106,Deinze,Deinze,Deinze,http://live.dbpedia.org/resource/Deinze,3.534435,50.978261
318,008895802,Denderleeuw,Denderleeuw,Denderleeuw,http://live.dbpedia.org/resource/Denderleeuw,4.074233,50.890522
319,008893401,Dendermonde,Dendermonde,Dendermonde,http://live.dbpedia.org/resource/Dendermonde,4.10143,51.02278
320,008892080,De Pinte,De Pinte,De Pinte,http://live.dbpedia.org/resource/De_Pinte,3.650467,50.99706
324,008831112,Diepenbeek,Diepenbeek,Diepenbeek,http://live.dbpedia.org/resource/Diepenbeek,5.419946,50.910454
325,008811213,Diegem,Diegem,Diegem,http://live.dbpedia.org/resource/Diegem,4.442773,50.890481
326,008831401,Diest,Diest,Diest,http://live.dbpedia.org/resource/Diest,5.05003,50.99334
327,008892452,Diksmuide,Diksmuide,Diksmuide,http://live.dbpedia.org/resource/Diksmuide,2.870578,51.03364
328,008812237,Dilbeek,Dilbeek,Dilbeek,http://live.dbpedia.org/resource/Dilbeek,4.24339,50.86673
329,008863503,Dinant,Dinant,Dinant,http://live.dbpedia.org/resource/Dinant,4.90818,50.26072
331,008844545,Dolhain-Gileppe,Dolhain-Gileppe,Dolhain-Gileppe,http://live.dbpedia.org/resource/Dolhain-Gileppe,5.93649,50.616244
335,008892031,Drongen,Drongen,Drongen,http://live.dbpedia.org/resource/Drongen,3.655201,51.047292
336,008822210,Duffel,Duffel,Duffel,http://live.dbpedia.org/resource/Duffel,4.493184,51.091245
337,008891652,Duinbergen,Duinbergen,Duinbergen,http://live.dbpedia.org/resource/Duinbergen,3.263591,51.338199
34,008863818,Anseremme,Anseremme,Anseremme,http://live.dbpedia.org/resource/Anseremme,4.904672,50.237128
342,008883212,Ecaussinnes,Ecaussinnes,Ecaussinnes,http://live.dbpedia.org/resource/Ecaussinnes,4.156637,50.562387
345,008895877,Ede,Ede,Ede,http://live.dbpedia.org/resource/Ede,3.987525,50.911053
346,008893708,Eeklo,Eeklo,Eeklo,http://live.dbpedia.org/resource/Eeklo,3.574518,51.181329
347,008895752,Eichem,Eichem,Eichem,http://live.dbpedia.org/resource/Eichem,3.993748,50.823992
348,008892627,Eine,Eine,Eine,http://live.dbpedia.org/resource/Eine,3.623777,50.870429
35,008885522,Antoing,Antoing,Antoing,http://live.dbpedia.org/resource/Antoing,3.45131,50.56963
351,008892650,Eke-Nazareth,Eke-Nazareth,Eke-Nazareth,http://live.dbpedia.org/resource/Eke-Nazareth,3.627836,50.960775
352,008821071,Ekeren,Ekeren,Ekeren,http://live.dbpedia.org/resource/Ekeren,4.434153,51.281627
360,008883311,Edingen,Edingen,Edingen,http://live.dbpedia.org/resource/Edingen,4.047357,50.697273
361,008843240,Engis,Engis,Engis,http://live.dbpedia.org/resource/Engis,5.40199,50.58296
363,008822269,Eppegem,Eppegem,Eppegem,http://live.dbpedia.org/resource/Eppegem,4.45749,50.9584
364,008881158,Erbisoeul,Erbisoeul,Erbisoeul,http://live.dbpedia.org/resource/Erbisoeul,3.887991,50.507024
365,008895091,Erembodegem,Erembodegem,Erembodegem,http://live.dbpedia.org/resource/Erembodegem,4.055451,50.919618
366,008861515,Ernage,Ernage,Ernage,http://live.dbpedia.org/resource/Ernage,4.667119,50.592412
367,008895471,Erpe-Mere,Erpe-Mere,Erpe-Mere,http://live.dbpedia.org/resource/Erpe-Mere,3.96246,50.9286
368,008811262,Erps-Kwerps,Erps-Kwerps,Erps-Kwerps,http://live.dbpedia.org/resource/Erps-Kwerps,4.585,50.89651
369,008871605,Erquelinnes,Erquelinnes,Erquelinnes,http://live.dbpedia.org/resource/Erquelinnes,4.11356,50.30419
37,008821006,Antwerpen-Centraal,Antwerpen-Centraal,Antwerpen-Centraal,http://live.dbpedia.org/resource/Antwerpen-Centraal,4.421098,51.217199
371,008871647,Erquelinnes-Dorp,Erquelinnes-Dorp,Erquelinnes-Dorp,http://live.dbpedia.org/resource/Erquelinnes-Dorp,4.113562,50.304192
375,008842663,Esneux,Esneux,Esneux,http://live.dbpedia.org/resource/Esneux,5.572567,50.530564
376,008821402,Essen,Essen,Essen,http://live.dbpedia.org/resource/Essen,4.451318,51.462764
378,008812260,Essene-Lombeek,Essene-Lombeek,Essene-Lombeek,http://live.dbpedia.org/resource/Essene-Lombeek,4.11517,50.88245
380,008811411,Etterbeek,Etterbeek,Etterbeek,http://live.dbpedia.org/resource/Etterbeek,4.389517,50.822191
382,008844628,Eupen,Eupen,Eupen,http://live.dbpedia.org/resource/Eupen,6.03711,50.63516
383,008811106,Evere,Evere,Evere,http://live.dbpedia.org/resource/Evere,4.400963,50.867784
384,008833449,Ezemaal,Ezemaal,Ezemaal,http://live.dbpedia.org/resource/Ezemaal,4.99422,50.77213
391,008883238,Familleureux,Familleureux,Familleureux,http://live.dbpedia.org/resource/Familleureux,4.21158,50.51936
392,008874567,Farciennes,Farciennes,Farciennes,http://live.dbpedia.org/resource/Farciennes,4.55265,50.429148
395,008872611,Faux,Faux,Faux,http://live.dbpedia.org/resource/Faux,4.54926,50.62183
399,008841467,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,http://live.dbpedia.org/resource/Fexhe-le-Haut-Clocher,5.39845,50.664049
400,008861127,Flawinne,Flawinne,Flawinne,http://live.dbpedia.org/resource/Flawinne,4.8063,50.45624
401,008843166,Flémalle-Grande,Flémalle-Grande,Flémalle-Grande,http://live.dbpedia.org/resource/Flémalle-Grande,5.480983,50.605349
402,008843208,Flémalle-Haute,Flémalle-Haute,Flémalle-Haute,http://live.dbpedia.org/resource/Flémalle-Haute,5.457656,50.595308
404,008872413,Fleurus,Fleurus,Fleurus,http://live.dbpedia.org/resource/Fleurus,4.543746,50.481924
405,008864923,Florée,Florée,Florée,http://live.dbpedia.org/resource/Florée,5.056099,50.357786
406,008861135,Floreffe,Floreffe,Floreffe,http://live.dbpedia.org/resource/Floreffe,4.762371,50.443328
409,008866845,Florenville,Florenville,Florenville,http://live.dbpedia.org/resource/Florenville,5.33112,49.70697
410,008811767,Florival,Florival,Florival,http://live.dbpedia.org/resource/Florival,4.65387,50.7615
412,008871688,Fontaine-Valmont,Fontaine-Valmont,Fontaine-Valmont,http://live.dbpedia.org/resource/Fontaine-Valmont,4.212787,50.321169
413,008871514,Forchies,Forchies,Forchies,http://live.dbpedia.org/resource/Forchies,4.323483,50.43305
414,008814118,Vorst-Oost,Vorst-Oost,Vorst-Oost,http://live.dbpedia.org/resource/Vorst-Oost,4.320943,50.810195
415,008814373,Vorst-Zuid,Vorst-Zuid,Vorst-Zuid,http://live.dbpedia.org/resource/Vorst-Zuid,4.309167,50.809215
418,008864311,Forrières,Forrières,Forrières,http://live.dbpedia.org/resource/Forrières,5.276784,50.132759
421,008844255,Fraipont,Fraipont,Fraipont,http://live.dbpedia.org/resource/Fraipont,5.723666,50.565064
422,008881570,Frameries,Frameries,Frameries,http://live.dbpedia.org/resource/Frameries,3.90659,50.405935
423,008844347,Franchimont,Franchimont,Franchimont,http://live.dbpedia.org/resource/Franchimont,5.82222,50.525724
424,008861143,Franière,Franière,Franière,http://live.dbpedia.org/resource/Franière,4.733548,50.439543
427,008885068,Froyennes,Froyennes,Froyennes,http://live.dbpedia.org/resource/Froyennes,3.354835,50.629894
432,008895620,Galmaarden,Galmaarden,Galmaarden,http://live.dbpedia.org/resource/Galmaarden,3.965726,50.743917
433,008811742,Gastuche,Gastuche,Gastuche,http://live.dbpedia.org/resource/Gastuche,4.6496,50.73665
434,008892643,Gavere-Asper,Gavere-Asper,Gavere-Asper,http://live.dbpedia.org/resource/Gavere-Asper,3.639728,50.930021
435,008865649,Gedinne,Gedinne,Gedinne,http://live.dbpedia.org/resource/Gedinne,4.978077,49.984123
436,008832433,Geel,Geel,Geel,http://live.dbpedia.org/resource/Geel,4.988611,51.168957
438,008861200,Gembloux,Gembloux,Gembloux,http://live.dbpedia.org/resource/Gembloux,4.691497,50.570486
442,008863834,Gendron-Celles,Gendron-Celles,Gendron-Celles,http://live.dbpedia.org/resource/Gendron-Celles,4.964611,50.211234
446,008881562,Genly,Genly,Genly,http://live.dbpedia.org/resource/Genly,3.91164,50.39064
447,008893179,Gentbrugge,Gentbrugge,Gentbrugge,http://live.dbpedia.org/resource/Gentbrugge,3.756326,51.038644
449,008893120,Gent-Dampoort,Gent-Dampoort,Gent-Dampoort,http://live.dbpedia.org/resource/Gent-Dampoort,3.74059,51.056369
455,008892007,Gent-Sint-Pieters,Gent-Sint-Pieters,Gent-Sint-Pieters,http://live.dbpedia.org/resource/Gent-Sint-Pieters,3.710673,51.035898
457,008811528,Genval,Genval,Genval,http://live.dbpedia.org/resource/Genval,4.514834,50.725697
458,008895505,Geraardsbergen,Geraardsbergen,Geraardsbergen,http://live.dbpedia.org/resource/Geraardsbergen,3.872326,50.771135
459,008844420,Spa-Géronstère,Spa-Géronstère,Spa-Géronstère,http://live.dbpedia.org/resource/Spa-Géronstère,5.866207,50.489307
462,008881125,Ghlin,Ghlin,Ghlin,http://live.dbpedia.org/resource/Ghlin,3.90634,50.48741
470,008841731,Glaaien,Glaaien,Glaaien,http://live.dbpedia.org/resource/Glaaien,5.535431,50.750426
471,008871381,Godarville,Godarville,Godarville,http://live.dbpedia.org/resource/Godarville,4.29031,50.4928
472,008863560,Godinne,Godinne,Godinne,http://live.dbpedia.org/resource/Godinne,4.86996,50.34891
474,008893047,Gontrode,Gontrode,Gontrode,http://live.dbpedia.org/resource/Gontrode,3.801671,50.980198
477,008845005,Gouvy,Gouvy,Gouvy,http://live.dbpedia.org/resource/Gouvy,5.95391,50.18941
479,008871373,Gouy-lez-Piéton,Gouy-lez-Piéton,Gouy-lez-Piéton,http://live.dbpedia.org/resource/Gouy-lez-Piéton,4.325123,50.497065
480,008865615,Graide,Graide,Graide,http://live.dbpedia.org/resource/Graide,5.043044,49.934132
486,008811445,Groenendaal,Groenendaal,Groenendaal,http://live.dbpedia.org/resource/Groenendaal,4.44949,50.766103
488,008812229,Groot-Bijgaarden,Groot-Bijgaarden,Groot-Bijgaarden,http://live.dbpedia.org/resource/Groot-Bijgaarden,4.273542,50.868338
489,008864337,Grupont,Grupont,Grupont,http://live.dbpedia.org/resource/Grupont,5.280527,50.090596
493,008822517,Haacht,Haacht,Haacht,http://live.dbpedia.org/resource/Haacht,4.613306,50.966432
494,008895869,Haaltert,Haaltert,Haaltert,http://live.dbpedia.org/resource/Haaltert,4.023957,50.906836
496,008866142,Habay,Habay,Habay,http://live.dbpedia.org/resource/Habay,5.632689,49.718252
501,008884327,Hainin,Hainin,Hainin,http://live.dbpedia.org/resource/Hainin,3.766893,50.428021
502,008866530,Halanzy,Halanzy,Halanzy,http://live.dbpedia.org/resource/Halanzy,5.741347,49.556205
504,008814308,Halle,Halle,Halle,http://live.dbpedia.org/resource/Halle,4.240633,50.73393
507,008822533,Hambos,Hambos,Hambos,http://live.dbpedia.org/resource/Hambos,4.66301,50.94425
510,008842846,Hamoir,Hamoir,Hamoir,http://live.dbpedia.org/resource/Hamoir,5.533561,50.428184
514,008873387,Ham-sur-Heure,Ham-sur-Heure,Ham-sur-Heure,http://live.dbpedia.org/resource/Ham-sur-Heure,4.404698,50.319557
515,008861168,Ham-sur-Sambre,Ham-sur-Sambre,Ham-sur-Sambre,http://live.dbpedia.org/resource/Ham-sur-Sambre,4.672416,50.452851
518,008891165,Hansbeke,Hansbeke,Hansbeke,http://live.dbpedia.org/resource/Hansbeke,3.53621,51.073206
519,008884640,Harchies,Harchies,Harchies,http://live.dbpedia.org/resource/Harchies,3.698768,50.482565
520,008896115,Harelbeke,Harelbeke,Harelbeke,http://live.dbpedia.org/resource/Harelbeke,3.314007,50.855865
521,008811130,Haren-Zuid,Haren-Zuid,Haren-Zuid,http://live.dbpedia.org/resource/Haren-Zuid,4.417589,50.89021
523,008831005,Hasselt,Hasselt,Hasselt,http://live.dbpedia.org/resource/Hasselt,5.327631,50.930826
530,008843349,Haute-Flône,Haute-Flône,Haute-Flône,http://live.dbpedia.org/resource/Haute-Flône,5.330333,50.55349
532,008864832,Haversin,Haversin,Haversin,http://live.dbpedia.org/resource/Haversin,5.194376,50.249041
535,008881430,Havré,Havré,Havré,http://live.dbpedia.org/resource/Havré,4.059987,50.470754
539,008821519,Heide,Heide,Heide,http://live.dbpedia.org/resource/Heide,4.460482,51.364621
540,008891645,Heist,Heist,Heist,http://live.dbpedia.org/resource/Heist,3.239182,51.333975
541,008821832,Heist-op-den-Berg,Heist-op-den-Berg,Heist-op-den-Berg,http://live.dbpedia.org/resource/Heist-op-den-Berg,4.708231,51.074145
542,008812153,Heizijde,Heizijde,Heizijde,http://live.dbpedia.org/resource/Heizijde,4.156174,50.989597
546,008824224,Hemiksem,Hemiksem,Hemiksem,http://live.dbpedia.org/resource/Hemiksem,4.338294,51.136245
550,008883022,Hennuyères,Hennuyères,Hennuyères,http://live.dbpedia.org/resource/Hennuyères,4.175893,50.651005
553,008811288,Herent,Herent,Herent,http://live.dbpedia.org/resource/Herent,4.67219,50.90353
554,008821717,Herentals,Herentals,Herentals,http://live.dbpedia.org/resource/Herentals,4.82954,51.181512
559,008895646,Herne,Herne,Herne,http://live.dbpedia.org/resource/Herne,4.014578,50.723705
560,008885753,Herseaux,Herseaux,Herseaux,http://live.dbpedia.org/resource/Herseaux,3.245961,50.713897
562,008841608,Herstal,Herstal,Herstal,http://live.dbpedia.org/resource/Herstal,5.622762,50.660913
563,008895430,Herzele,Herzele,Herzele,http://live.dbpedia.org/resource/Herzele,3.880616,50.897222
565,008832243,Heusden,Heusden,Heusden,http://live.dbpedia.org/resource/Heusden,5.281786,51.038205
566,008822459,Hever,Hever,Hever,http://live.dbpedia.org/resource/Hever,4.537634,50.997789
567,008833126,Heverlee,Heverlee,Heverlee,http://live.dbpedia.org/resource/Heverlee,4.695201,50.862529
568,008895422,Hillegem,Hillegem,Hillegem,http://live.dbpedia.org/resource/Hillegem,3.85747,50.8913
570,008824158,Hoboken-Polder,Hoboken-Polder,Hoboken-Polder,http://live.dbpedia.org/resource/Hoboken-Polder,4.347787,51.182697
572,008811460,Hoeilaart,Hoeilaart,Hoeilaart,http://live.dbpedia.org/resource/Hoeilaart,4.46741,50.76016
574,008822277,Hofstade,Hofstade,Hofstade,http://live.dbpedia.org/resource/Hofstade,4.49834,50.98866
578,008814159,Holleken,Holleken,Holleken,http://live.dbpedia.org/resource/Holleken,4.353956,50.767628
579,008842655,Hony,Hony,Hony,http://live.dbpedia.org/resource/Hony,5.573567,50.539921
58,008821089,Antwerpen-Noorderdokken,Antwerpen-Noorderdokken,Antwerpen-Noorderdokken,http://live.dbpedia.org/resource/Antwerpen-Noorderdokken,4.42791,51.26164
583,008886553,Houraing,Houraing,Houraing,http://live.dbpedia.org/resource/Houraing,3.834917,50.702026
585,008871829,Hourpes,Hourpes,Hourpes,http://live.dbpedia.org/resource/Hourpes,4.30874,50.36369
589,008863842,Houyet,Houyet,Houyet,http://live.dbpedia.org/resource/Houyet,5.006076,50.189868
590,008821337,Hove,Hove,Hove,http://live.dbpedia.org/resource/Hove,4.465158,51.154118
591,008814415,Huizingen,Huizingen,Huizingen,http://live.dbpedia.org/resource/Huizingen,4.266485,50.751905
592,008843307,Hoei,Hoei,Hoei,http://live.dbpedia.org/resource/Hoei,5.234211,50.527242
6,008895000,Aalst,Aalst,Aalst,http://live.dbpedia.org/resource/Aalst,4.039649,50.942818
600,008895844,Iddergem,Iddergem,Iddergem,http://live.dbpedia.org/resource/Iddergem,4.068488,50.876886
601,008895729,Idegem,Idegem,Idegem,http://live.dbpedia.org/resource/Idegem,3.921556,50.801876
602,008896503,Ieper,Ieper,Ieper,http://live.dbpedia.org/resource/Ieper,2.87659,50.8474
604,008896925,Ingelmunster,Ingelmunster,Ingelmunster,http://live.dbpedia.org/resource/Ingelmunster,3.255416,50.914331
606,008896909,Izegem,Izegem,Izegem,http://live.dbpedia.org/resource/Izegem,3.212089,50.921149
610,008863354,Jambes-Oost,Jambes-Oost,Jambes-Oost,http://live.dbpedia.org/resource/Jambes-Oost,4.876144,50.454843
611,008863115,Jambes,Jambes,Jambes,http://live.dbpedia.org/resource/Jambes,4.876143,50.454846
612,008871175,Jamioulx,Jamioulx,Jamioulx,http://live.dbpedia.org/resource/Jamioulx,4.41129,50.352901
615,008884566,Jemappes,Jemappes,Jemappes,http://live.dbpedia.org/resource/Jemappes,3.885583,50.452577
617,008864006,Jemelle,Jemelle,Jemelle,http://live.dbpedia.org/resource/Jemelle,5.266697,50.160405
619,008843158,Jemeppe-sur-Meuse,Jemeppe-sur-Meuse,Jemeppe-sur-Meuse,http://live.dbpedia.org/resource/Jemeppe-sur-Meuse,5.497722,50.618517
620,008874724,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,http://live.dbpedia.org/resource/Jemeppe-sur-Sambre,4.66263,50.45095
621,008812047,Jette,Jette,Jette,http://live.dbpedia.org/resource/Jette,4.328463,50.88091
